artist,album,track,uri
Bakar,Hell N Back,Hell N Back,spotify:track:0rVJ6v23RQozOIvr1YotJP
Reliably Bad,Phone,Phone,spotify:track:4FoVYS4yO67zaIQ5ngWMhY
BROCKHAMPTON,GINGER,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA
LISA,New Woman (feat. ROSALÍA),New Woman (feat. ROSALÍA),spotify:track:7ov3TDp5D00Rnu5R1viX4w
Beyoncé,Lemonade,Love Drought,spotify:track:2RQAG0wQt35UzAPEyVJFWN
Doja Cat,Purrr!,So High,spotify:track:1yvSMyZn27M4wEslpSvB0D
Ayra Starr,The Year I Turned 21,Woman Commando (feat. Anitta & Coco Jones),spotify:track:7jaot4TU3RWNZVscwAsKLA
Shoti,Shoti Sped Up,LDR - Sped Up,spotify:track:6bLwOcpjZOL1GuCHBoB4VZ
Hamid Al Shaeri,Roh El Samara,Leih,spotify:track:717fPQP4MjfeTGEDMluy9J
Lee Hyori,Stylish…,10 Minutes,spotify:track:2Tfv41qZ0U3ahZiKiDBa4a
Aminé,Familiar,Familiar,spotify:track:1bHjlcErAwz7qh8ME68iIR
Take Van,Far Away,In My Head,spotify:track:5a5q1sFcpMoPRk5fRGWq2W
KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),UNA NOCHE EN MEDELLÍN - REMIX,spotify:track:6ejks4eS7DOoYW8hrpRcDV
Odetari,HYPNOTIC DATA 2.0,HYPNOTIC DATA,spotify:track:1Ll2L0m2QznnoJI9xRN5MP
Dominic Fike,14 minutes,misses,spotify:track:6WTFHKrnZpwEBLRS10Ylqs
Mc Pogba,Ela Joga na Hora,Ela Joga na Hora,spotify:track:6hZGsChumRhWG24OEh698c
Pitbull,Globalization,Fireball (feat. John Ryan),spotify:track:4Y7XAxTANhu3lmnLAzhWJW
Frah Quintale,Regardez moi,"Si, ah",spotify:track:4nS6mZBLYgtksYyXsuXgBw
Rema,Beamer (Bad Boys),Beamer (Bad Boys),spotify:track:1pkNZFVhcshcvN5I6Nvb0q
Fash,Delusional,Delusional,spotify:track:6i5TO3p0farklb7mZWHuHE
Isabel LaRosa,older,older,spotify:track:75c2zaSdDBSX0A8Jyvm4fO
The Internet,Ego Death,Gabby (feat. Janelle Monáe),spotify:track:5xok0LRntz8qY9ljEwPV9L
Filthy Blondes,Filthy Blondes,You,spotify:track:3v65jCf7VmrnwMK95yKOc1
"Tyler, The Creator",Cherry Bomb + Instrumentals,KEEP DA O'S - Instrumental,spotify:track:7Il5uRy0f42P1hXMIfa6iG
marQ,Indecisive,Indecisive,spotify:track:1y7oFqMYZuHGNnbVAzjYWb
Ella Mai,CHANGE,Found,spotify:track:3GmdPNBnVUtiTnU3i1idfq
Khalid,Location,Location,spotify:track:1WIfWj5skn5UUZTs4cEFBe
Lil' Flip,U Gotta Feel Me,Sunshine (feat. Lea),spotify:track:4s0o8TJHfX9LLHa0umnOzT
FKA twigs,CAPRISONGS,oh my love,spotify:track:5dEJc0rHuTVxtl1xljDbRv
Sabrina Carpenter,Short n' Sweet,Busy Woman,spotify:track:0b0Dz0Gi86SVdBxYeiQcCP
Katya Lel,Джага-джага,Мой мармеладный (Я не права),spotify:track:1Hg0KhBCuME4PgsTYMBK9y
Ashley Tisdale,Guilty Pleasure,"It's Alright, It's OK",spotify:track:1bYtKF2sY2wLU6xdVaqIqD
Farhiya Fiska,Wadada Ku Qul Qul,Wadada Ku Qul Qul,spotify:track:5BE9CJHEoS4yRdVAVVBteP
APRO,"4.2 (For, To) [feat. SOLE]","4.2 (For, To) [feat. SOLE]",spotify:track:7gVVq821Nd9HprBYsVD7n2
Harmless,I'm Sure,Swing Lynn,spotify:track:6hIOunhsLUT66KQgZV5dMD
Justin Timberlake,FutureSex/LoveSounds,SexyBack (feat. Timbaland),spotify:track:0O45fw2L5vsWpdsOdXwNAR
Kendrick Lamar,Not Like Us,Not Like Us,spotify:track:6AI3ezQ4o3HUoP6Dhudph3
Grimes,Art Angels,Realiti,spotify:track:3AAdbLZWOptsP8ViSj71RD
Dur-Dur Band,Volume 5,Amiina Awdaay,spotify:track:3dv7VQf2QhILTdJkQJdJlB
21 Savage,i am > i was,ball w/o you,spotify:track:50a8bKqlwDEqeiEknrzkTO
Beach Weather,Chit Chat,"Sex, Drugs, Etc.",spotify:track:7DbdUf8aHSYoliSjO6LZv6
Hot Flash Heat Wave,Mood Ring,Glo Ride,spotify:track:51mlLQIkwdd3UoLT8cY7tA
Alemeda,Post Nut Clarity,Post Nut Clarity,spotify:track:0x4OOb9FGytaKhWbZv2PzM
Baby Keem,The Melodic Blue,16,spotify:track:1Is8hGpkGMiePASAxBluxM
Baird,Beluga v2 (feat. Berhana),Beluga v2 (feat. Berhana),spotify:track:4RrJBZZ41eKEZAylP1A9t1
Aminé,ONEPOINTFIVE,DAPPERDAN (feat. G Herbo),spotify:track:0iMIQ9pTAwimaR9gpUwOgo
Lola Brooke,Don't Play With It (feat. Billy B),Don't Play With It (feat. Billy B),spotify:track:6aGpM4DXts4pdRhVKbRYuk
Madonna,Back That Up To The Beat,Back That Up To The Beat - demo version,spotify:track:5ZQ2slXNqImBi0SdomcjYN
Polo G,Hall of Fame,RAPSTAR,spotify:track:18vXApRmJSgQ6wG2ll9AOg
Aminé,Good For You,Yellow,spotify:track:4Hj5yNHgu2dyrnzRQN7Gld
Travis Scott,UTOPIA,FE!N (feat. Playboi Carti),spotify:track:42VsgItocQwOQC3XWZ8JNA
Frank Ocean,Chanel,Chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh
Dayglow,Fuzzybrain,Can I Call You Tonight?,spotify:track:64lsIF5pw0sJY0gV5kz0RN
Nimco Happy,Isii Nafta (Love You More Than My Life),Isii Nafta (Love You More Than My Life),spotify:track:5LqZfoepOXWxbvP8JfJfHb
Hotel Ugly,Ugly Duck,Is there free breakfast here?,spotify:track:30jui3PqevssdIVpjEWM38
Daniel Caesar,Freudian,Loose,spotify:track:59acp1OhcvxwVBwQJBYKuX
HYBS,Tip Toe,Tip Toe,spotify:track:0MJ5wKsPEeihONNfugHGy7
Black Serbs,Keep That Tempo,Keep That Tempo,spotify:track:5KX6xup2oV9LLYAdIXSOYi
El Alfa,ESTE,ESTE,spotify:track:0GfWTZZOc7co6oVqyQ556l
"Tyler, The Creator",IGOR,WHAT'S GOOD,spotify:track:6bOkaEXc5CopinGazSLokx
Mac DeMarco,This Old Dog,For the First Time,spotify:track:2R4AlwtrrkMaRKojcTIzmL
Far East Movement,Free Wired,Rocketeer,spotify:track:45sDIKapDyxPl307QpEAwl
Tate McRae,Sports car,Sports car,spotify:track:2zOmS55knKWSgScYPTNmGQ
WILLOW,ARDIPITHECUS,Wait a Minute!,spotify:track:0y60itmpH0aPKsFiGxmtnh
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,spotify:track:7zwn1eykZtZ5LODrf7c0tS
Cordae,The Lost Boy,RNP (feat. Anderson .Paak),spotify:track:5lw8Mgb4LyhriPIC86gV6e
KAYTRAMINÉ,KAYTRAMINÉ,Sossaup - Instrumental,spotify:track:6w9Eg259s3XZchYIpvKFu0
Saba,Bucket List Project,Photosynthesis,spotify:track:3DlgDXIYtnWtJKiB8bZQMv
Juls,Peace and Love,Perspective,spotify:track:5lsuvn0EvoxEsajNKhxqpz
Mitski,The Land Is Inhospitable and So Are We,My Love Mine All Mine,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Monsieur Periné,Tu M'as Promis,Tu M'as Promis,spotify:track:1ECNQcDrDOcEsBgAiilP8C
Drake,If You're Reading This It's Too Late,Jungle,spotify:track:7JXZq0JgG2zTrSOAgY8VMC
Calle 13,Calle 13 (Explicit Version),Atrévete-Te-Te,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv
Tutankhamun,Tutankhamun,Coltrane,spotify:track:0chxeKv3ZAV4vnl3OVBXMg
Malcolm Todd,Comfort Me,Comfort Me,spotify:track:3dAk7Z16rv38qRM3MIhCIX
tomcbumpz,don't look down,staring contest,spotify:track:5X3KZZrT6nBpwSBr0SY26L
KAYTRAMINÉ,KAYTRAMINÉ,Rebuke,spotify:track:4doxCAkqckpGTasPN6ByUu
Clairo,Charm,Slow Dance,spotify:track:2qmmnbJ9JR3f7vofbyje5r
Amaarae,Fountain Baby,Angels in Tibet,spotify:track:23uUytja1B1mUOOIoygf6u
Zack Fox,fafo,fafo,spotify:track:2R711v6UpsgYvDuzCJ1iSl
Malcolm Todd,Mr. Incorrect,Mr. Incorrect,spotify:track:4IbHvRGmGWNmwaI8x9RMDS
Queen Naija,Queen Naija,Butterflies,spotify:track:4A58lXGBRCg2cumRXTRxHO
June Freedom,Anchor Baby,𝘠𝘚𝘓,spotify:track:10U0rbctNl1DWEuCn1ETm6
Hamza,H-24,Mi Amor,spotify:track:3M10IV8Ax1Kpyo2rQfypg7
LeeHi,4 ONLY,H.S.K.T. (feat. Wonstein),spotify:track:39382sUtIOwIXftX0i76do
Shawn Mendes,Youth (feat. Khalid),Youth (feat. Khalid),spotify:track:3Wf2YGdYT8xVdNsQSoRKk9
UMI,Love Language,Love Affair,spotify:track:4ZaRg5Sf4TKr0YcFRLh7QJ
Mac Miller,Faces,55,spotify:track:1wufHXu9vAHISfC9RLAdyj
zeyne,Atoul,Atoul,spotify:track:2nxNsJ9Lve8edydwY8oL5b
Riton,Fake ID (Coke & Rum Remix),Fake ID (Coke & Rum Remix),spotify:track:2VuzBUB5V9AlpniCUhaszP
H.E.R.,I Used To Know Her: The Prelude,Lost Souls (feat. DJ Scratch),spotify:track:0gcbRbAXm1T1labe7eeBFX
Meek Mill,Championships,Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc
Clairo,Sling,Amoeba,spotify:track:0HAqq2GcQKyi3s87GuN7jU
The Notorious B.I.G.,Greatest Hits,Big Poppa - 2007 Remaster,spotify:track:63BcfK6YAzJYeISaTPr6IO
Ella Mai,CHANGE,"10,000 Hours",spotify:track:6d1fGqMtdUEuHqFSDMlR0N
Craig David,Born to Do It,7 Days,spotify:track:0gPQTLaqHDgdupKEok7J2x
PRETTYMUCH,Would You Mind,Would You Mind,spotify:track:4vlL7HTI5eVGBYOb1w7Goi
JayO,22,22,spotify:track:1QxTmNDHFmgaxgAolqqgAD
P-Square,Personally,Personally,spotify:track:4YTMIcFroWpTMRLY8su9bf
Childish Gambino,Camp,Les,spotify:track:0YsGMHid6sFq5PcToe3JZE
Lil Peep,HELLBOY,girls,spotify:track:3vO4Bmh9j0dJQiPcGCfX04
Queen Naija,Queen Naija,Karma,spotify:track:0k3pFrLSGGuwzgog5TCKEi
Nathanie,Sunscreen,Sunscreen,spotify:track:0j7W0n2R5CfrLsUazKcIvW
Daniela Andrade,Tamale,Wet Dreams,spotify:track:1GjrjKqpoUiopKLmEwAbB9
Kevin AMF,Maradona (Tatara),Maradona (Tatara),spotify:track:3P8siIOHzjtOA8oCglURzL
Ice Spice,Like..?,Deli,spotify:track:5JYPXqMwYc0zTODQdjMEZN
Clairo,Sexy to Someone,Sexy to Someone,spotify:track:2Nq4SFbvYYZa8AF7lD7CWU
Frank Ocean,Novacane,Novacane,spotify:track:4osgfFTICMkcGbbigdsa53
Tate McRae,So Close To What,Dear god,spotify:track:2ETQsbiuGm2WLOSOr2I19A
Mitski,Bury Me At Makeout Creek,First Love/Late Spring,spotify:track:3sslYZcFKtUvIEWN9lADgr
Burna Boy,African Giant,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd
Voyage,Guns N Roses,Da Li Bi,spotify:track:0Q5614EKhGfCMqKniwriCA
Akalé Wubé,Sost,Alègntayé,spotify:track:0bFrcl6l44MbN3LtNN71l6
Joakim Karud,Dreams,Dreams,spotify:track:7lRsXfGnY0PBSxVMIxuHME
Ogün & Ömsen,Shisha Bar,Shisha Bar,spotify:track:77jcC4Gz3ZVZFIzFinWMN4
Mac DeMarco,Salad Days,Chamber Of Reflection,spotify:track:1MJ5f5EYBC92ADD6xcz7nb
Gus Dapperton,"Prune, You Talk Funny","Prune, You Talk Funny",spotify:track:6KKHXbJtnJPjla3V49YPac
MarSimba,Kandaka,Kandaka,spotify:track:7GiLIZ1JNiq2EAzlI5pNXM
Filthy Blondes,Filthy Blondes,Oscar,spotify:track:7lLJ99qU8PsExX5et2YBAd
DJ Khaled,Grateful,Wild Thoughts (feat. Rihanna & Bryson Tiller),spotify:track:45XhKYRRkyeqoW3teSOkCM
Victorious Cast,Victorious 2.0: More Music From The Hit TV Show (feat. Victoria Justice),Take A Hint (feat. Victoria Justice & Elizabeth Gillies),spotify:track:1T20tqHKrePjszGOdbFOEd
Tove Lo,Lady Wood,Cool Girl,spotify:track:3tJ4y2Zqx6gM9xOAuFfsSF
marQ,Girl,Girl,spotify:track:0PpZ0fd3eg8pZAhSqopbPT
Malcolm Todd,Shower Shoes,Slowww,spotify:track:55vavckUtTOlOCxRmMpcVg
Abrildefresa,Crush,Crush,spotify:track:2uLur0KyHSiqlBuo7sN6C9
Still Woozy,All Your Life,All Your Life,spotify:track:5tL2wDaEAsdTGLa8hN5NWq
J Balvin,OASIS,MOJAITA,spotify:track:71pEiUWwfDFiRO6RmFpnBf
Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),spotify:track:6l8mgVN9Xf1hiDIFGA6CTE
Rema,Bounce,Bounce,spotify:track:0N83qk5axJe71xNDXeViFQ
Bruno Mars,24K Magic,24K Magic,spotify:track:6b8Be6ljOzmkOmFslEb23P
Saint Levant,Very Few Friends,Very Few Friends,spotify:track:2L0PRavRIQIjVcZK4Qgfgi
Wizkid,"More Love, Less Ego",2 Sugar (feat. Ayra Starr),spotify:track:1DA2ADZs6O28y2rmdmpekw
Doechii,Alligator Bites Never Heal,NISSAN ALTIMA,spotify:track:2dKkVF2m160z0RNDN2dddc
"Tyler, The Creator",Cherry Bomb + Instrumentals,PILOT (feat. Sydney Bennett),spotify:track:4SUQbrebZgvSX8i3aYHMB6
Pritam,Jab We Met,Mauja Hi Mauja,spotify:track:2iXVckhPy7tP0wV9DvlrjZ
Drake,$ome $exy $ongs 4 U,NOKIA,spotify:track:2u9S9JJ6hTZS3Vf22HOZKg
Gesaffelstein,Hyperion,Lost in the Fire (feat. The Weeknd),spotify:track:2vXKRlJBXyOcvZYTdNeckS
Will Paquin,Chandelier,Chandelier,spotify:track:1cwqP7Tyxu5z8XDYoPkNte
Drake,"Honestly, Nevermind",Sticky,spotify:track:4rmVZajAF7PkrCagGPHbqa
CLUBZ,Destellos,Palmeras,spotify:track:6yAdoDH69y3N0MicAczpVp
Deem Spencer,Soap,Soap,spotify:track:0q2rsdNc3FiahPJjvzLQAG
Famous Dex,JAPAN,JAPAN,spotify:track:4lTiuD1DwBKo4L7wqMkD7C
SZA,SOS,Used (feat. Don Toliver),spotify:track:4NqkE7kRUvMDEdcqD96EDO
Luísa Sonza,CACHORRINHAS,CACHORRINHAS,spotify:track:7KWKWJnbGJ3Soag6Oopion
Joji,Nectar,NITROUS,spotify:track:2iES5ck2jsznpywJWMMzWR
Malcolm Todd,Art House,Art House,spotify:track:2GkjgiuBawwpL48d0TGQEL
Kronan,Gatluak,Gatluak - Bakermat Remix,spotify:track:0GT2hQQ6mdHeW0AZDl5NlJ
Kanye West,Kanye West Presents Good Music Cruel Summer,Don't Like.1,spotify:track:2rJvc7nSYWBKAuNUMx1Cr2
Anderson .Paak,Malibu,Heart Don't Stand a Chance,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf
Tory Lanez,Alone At Prom,The Color Violet,spotify:track:3azJifCSqg9fRij2yKIbWz
Sidney Gish,No Dogs Allowed,Sin Triangle,spotify:track:2fDdW9LPYBD5KwYXRYpWce
The Weeknd,Beauty Behind The Madness,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB
Dominic Fike,What Could Possibly Go Wrong,Why,spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U
StarBoy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)","Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",spotify:track:1KpBtWSI9dlv0RjtzvF1BD
Wallows,Nothing Happens,Are You Bored Yet? (feat. Clairo),spotify:track:57RA3JGafJm5zRtKJiKPIm
Big Time Rush,BTR,Boyfriend,spotify:track:1rKBOL9kJfX1Y4C3QaOvRH
Alemeda,FK IT,Not Asking For Much,spotify:track:5rqVZtMRNUJt5drXwXMVxv
The Neighbourhood,#000000 & #FFFFFF (No DJ Version),Jealou$y (feat. Casey Veggies & Kossisko),spotify:track:7ofaLUVPCwrPrKY6Rk6c0b
Ella Mai,CHANGE,Who Knew,spotify:track:4vshJnpU7XbiGNzrwSeX6h
Caleb Belkin,Discography,Water,spotify:track:1D1T85tGQBtiQwXbTRYXXC
Pi’erre Bourne,The Life Of Pi'erre 5,Drunk And Nasty (feat. Sharc),spotify:track:1lAJUXyP5S2dUYHer1xBas
beabadoobee,Our Extended Play,Cologne,spotify:track:1NaDK3atogQEn9glK5fYuy
LIL TAY,SUCKER 4 GREEN (MONEY),SUCKER 4 GREEN (MONEY),spotify:track:4C7qGYJ9vMAzX95o2xTdhA
H.E.R.,I Used To Know Her: The Prelude,Against Me,spotify:track:6PECN7ogaP2XbSmJUt9TvT
Ella Mai,Time,Don't Want You,spotify:track:7mlUgG3YkaE8AWRzsdEcNn
Eve,Scorpion,Who's That Girl?,spotify:track:3uVE5vLKkigiWBOQEgmdDk
Yung Hurn,"CRAZY HORSE CLUB MIXTAPE, VOL. 1",AUS MEIN KOPF,spotify:track:5n76Jo6GkhtVVOWRISWqRr
Bayou,Persian Girl,Persian Girl,spotify:track:00F00gtN0N4kqlD7HdIKm8
Lana Del Rey,Norman Fucking Rockwell!,Happiness is a butterfly,spotify:track:3lG6OtGDsYAOALxEmubQQm
The Living Tombstone,No Mercy,No Mercy,spotify:track:3tbwKbrgDNjT4JvM4SVAtz
Paris Texas,They Left Me With The Sword,Tantrum,spotify:track:1dDg6BHCcjSOAvZqAqaNXv
Major Lazer,Major Lazer Sped Up,Light It Up (Remix),spotify:track:1PZnmXqID6mCR45Fhiwst9
Dreamer Boy,"Love, Nostalgia",Lavender,spotify:track:6FQ7tecargtjwGK5L4Atsj
Gwen Stefani,Love. Angel. Music. Baby.,Hollaback Girl - Remastered 2019,spotify:track:0JMwb4AtBw2FdvzNaGzpMn
Queen Naija,Queen Naija,Medicine,spotify:track:3qN6yTXh6XV9o530V6i9HM
ANNA,VERA BADDIE,30ºC,spotify:track:19DHPlTC2gx1j4jrFzNbwL
Doja Cat,Hot Pink,Streets,spotify:track:60ynsPSSKe6O3sfwRnIBRf
Mac Miller,The Divine Feminine,Skin,spotify:track:1eDS8ii1utvj0PjfQLrDb4
GloRilla,WHATCHU KNO ABOUT ME (with Sexyy Red),WHATCHU KNO ABOUT ME (with Sexyy Red),spotify:track:4VI2Y5xg4gYynQqNQNQbTN
Alemeda,Don't Call Me,Don't Call Me,spotify:track:6TmdQKyH6D50cTnXVnfLFn
Asake,Work Of Art,Amapiano,spotify:track:1YgIvHDTvi1vosins1jyAC
Migos,Culture II,Walk It Talk It,spotify:track:6n4U3TlzUGhdSFbUUhTvLP
Brent Faiyaz,WASTELAND,"GRAVITY (FEAT. TYLER, THE CREATOR)",spotify:track:3zakx7RAwdkUQlOoQ7SJRt
UMI,Love Language,Sukidakara,spotify:track:6Mvcq6hzXQvDyruJZYdDJm
Aminé,ONEPOINTFIVE,REEL IT IN,spotify:track:5qHirGR7M9tdm6C17DlzSY
Rema,HEIS,HEHEHE,spotify:track:5oUDNEJSEjsVT7LeWya4Gv
UMI,Balance,Down to Earth,spotify:track:5QzdYVqeAPnlBfbuJQ2AaO
Turbo,Classy Girl,Classy Girl,spotify:track:5MQw4sDFeFub72PLbRvsZv
Pretty Boy Aaron,Nicotine,Nicotine,spotify:track:6qGu3Kz2Ruc1cuIqYPpwia
Aminé,Heebiejeebies,Heebiejeebies,spotify:track:11kWiaqMGj4BMv6syMEFT0
Vacations,No Place Like Home,Next Exit,spotify:track:3aI2wWEeNmtYDvsAyJahyi
Rema,BENIN BOYS,BENIN BOYS,spotify:track:5GX1wsJfvSXUobjDJgrVBD
21 Savage,american dream,redrum,spotify:track:52eIcoLUM25zbQupAZYoFh
no/vox,love drought - instrumental,love drought - instrumental,spotify:track:5advKWE0ZSh5U7aZ1u5eUP
Puri,Coño,Coño,spotify:track:7tXCV0UwFwBxqum6i25you
Ella Mai,Time,One Day,spotify:track:0SZwTcyp6qcICqdRVOpbPy
Alcione,Sol de Verão 2021,Figa De Guiné,spotify:track:1oekqvXHit1f8Rirv9uSH7
Odeal,Sunday At Zuri's,Soh-Soh,spotify:track:1I08zQMc1sHy2xwd8itedV
Queen Naija,Queen Naija,Bad Boy,spotify:track:57GXPGUYAyKIVo94Iabcm4
Sage The Gemini,Gas Pedal,Gas Pedal - Remix,spotify:track:1wAqm1FpHVdVDbOwAMeX1X
Aminé,Good For You,Sundays,spotify:track:2TLlFL6dpycifLqKtTE7UZ
SAISO CUPID,My Type,My Type - sped up,spotify:track:4KUuBlM024uLvqm59whxys
Harmless,I'm Sure,Swing Lynn,spotify:track:3VCXx37jNGNOMns6z2OnvJ
Eyedress,The Dark Prince (feat. Mac DeMarco),The Dark Prince (feat. Mac DeMarco),spotify:track:0B4U9FT1WaFwUiiCPOAak7
Clairo,diary 001,Hello?,spotify:track:7qwt4xUIqQWCu1DJf96g2k
teo glacier,Long Story Short,close with desires (right person wrong timing) - Sped Up,spotify:track:2tmMOylsNX1wjBKhGdQ3fs
Malcolm Todd,Two New Malcolm Todd Songs,Cute Shirt (Interlude),spotify:track:2WnZksXj53sQzRV5ZDPsXw
Central Cee,Gen Z Luv,Gen Z Luv,spotify:track:13hJUmR1UpCUzyHjotiImK
KAYTRANADA,Intimidated,Intimidated (feat. H.E.R.),spotify:track:0dFdGPVLs3k0z9ezYWZzUa
